21.94,0,-0.0034717
21.965,0,-0.0042366
21.99,0,-0.0042366
22.015,0,-0.0042366
22.04,0,-0.0042366
22.065,0,-0.004619
22.09,0,-0.004619
22.115,0,-0.0038542
22.14,0,-0.0034717
22.165,0,-0.004619
22.19,0,-0.0038542
22.215,0,-0.0038542
22.24,0,-0.0042366
22.265,0,-0.0038542
22.29,0,-0.0042366
22.315,0,-0.0038542
22.34,0,-0.0030893
22.365,0,-0.0038542
22.39,0,-0.0038542
22.415,0,-0.0038542
22.44,0,-0.0038542
22.465,0,-0.0038542
22.49,0,-0.0042366
22.515,0,-0.0038542
22.54,0,-0.0050015
22.565,0,-0.0038542
22.59,0,-0.0038542
22.615,0,-0.0042366
22.64,0,-0.0042366
22.665,0,-0.0038542
22.69,0,-0.0050015
22.715,0,-0.0034717
22.74,0,-0.004619
22.765,0,-0.004619
22.79,0,-0.0038542
22.815,0,-0.0042366
22.84,0,-0.0050015
22.865,0,-0.0042366
22.89,0,-0.004619
22.915,0,-0.0042366
22.94,0,-0.0038542
22.965,0,-0.0030893
22.99,0,-0.0038542
23.015,0,-0.0034717
23.04,0,-0.0042366
23.065,0,-0.0053839
23.09,0,-0.0038542
23.115,0,-0.0042366
23.14,0,-0.0038542
23.165,0,-0.0038542
23.19,0,-0.0034717
23.215,0,-0.0038542
23.24,0,-0.0038542
23.265,0,-0.0050015
23.29,0,-0.004619
23.315,0,-0.0042366
23.34,0,-0.004619
23.365,0,-0.0034717
23.39,0,-0.004619
23.415,0,-0.004619
23.44,0,-0.0034717
23.465,0,-0.0034717
23.49,0,-0.0042366
23.515,0,-0.0042366
23.54,0,-0.0042366
23.565,0,-0.004619
23.59,0,-0.0042366
23.615,0,-0.0034717
23.64,0,-0.0034717
23.665,0,-0.0034717
23.69,0,-0.0034717
23.715,0,-0.0027068
23.74,0,-0.0027068
23.765,0,-0.0038542
23.79,0,-0.004619
23.815,0,-0.0038542
23.84,0,-0.0057664
23.865,0,-0.0034717
23.89,0,-0.0042366
23.915,0,-0.004619
23.94,0,-0.0038542
23.965,0,-0.0038542
23.99,0,-0.0061488
24.015,0,-0.0038542
24.04,0,-0.0034717
24.065,0,-0.0038542
24.09,0,-0.0042366
24.115,0,-0.0042366
24.14,0,-0.0042366
24.165,0,-0.0042366
24.19,0,-0.004619
24.215,0,-0.0038542
24.24,0.019726,-0.0042366
24.265,0,-0.0038542
24.29,0,-0.004619
24.315,0,-0.0042366
24.34,0,-0.0038542
24.365,0.019726,-0.004619
24.39,0,-0.0038542
24.415,0.019726,-0.0034717
24.44,0,-0.0038542
24.465,0.019726,-0.0042366
24.49,0.019726,-0.0038542
24.515,0.019726,-0.004619
24.54,0.039453,-0.0027068
24.565,0.039453,-0.0042366
24.59,0.039453,-0.0038542
24.615,0.078905,-0.0038542
24.64,0.078905,-0.0042366
24.665,0.098631,-0.0057664
24.69,0.13808,-0.0034717
24.715,0.13808,-0.0061488
24.74,0.15781,-0.0034717
24.765,0.17754,-0.0042366
24.79,0.19726,-0.0042366
24.815,0.19726,-0.0034717
24.84,0.23672,-0.0030893
24.865,0.25644,-0.0034717
24.89,0.25644,-0.0034717
24.915,0.29589,-0.0034717
24.94,0.29589,-0.0038542
24.965,0.31562,-0.0034717
24.99,0.33535,-0.0038542
25.015,0.3748,-0.0038542
25.04,0.3748,-0.0034717
25.065,0.39453,-0.0027068
25.09,0.41425,-0.0038542
25.115,0.43398,-0.0030893
25.14,0.4537,-0.0042366
25.165,0.4537,-0.0034717
25.19,0.49316,-0.0030893
